,date,location,news title,news source(url),content summary,keywords,class_name
412,03/2019,TOKYO (AFP) ,Suffer the children: How air pollution hurts the youngest,https://www.straitstimes.com/asia/east-asia/suffer-the-children-how-air-pollution-hurts-the-youngest,"TOKYO (AFP) - Air pollution can have devastating health effects for people of all ages, but children are more vulnerable and face specific risks that can last a lifetime, experts say.
But air pollution isn't only found outdoors.
Some of the most serious air pollution is in homes where heating and cooking fires burn fuel incompletely, producing hazardous fumes.
The consequences of air pollution can be immediate but can also manifest over the longer term.
Children exposed to air pollution are more susceptible to infections including pneumonia and bronchitis, as well as asthma.","respiratory, air, organs, pollution, professor, suffer, children, health, dr, obvious, effects, youngest, hurts",Severe weather disruptions
413,03/2019,SINGAPORE ,Swimming: Not at his best but Joseph Schooling wins 100m fly at Singapore National Age Group Championship,https://www.straitstimes.com/sport/swimming-not-at-his-best-but-joseph-schooling-wins-100m-fly-at-singapore-national-age-group,"SINGAPORE - Joseph Schooling eased to victory in the 100m butterfly at the Liberty Insurance 50th Singapore National Age Group Swimming Championship on Friday night (March 22), but he was hardly a happy man.
The Olympic champion looked disappointed as he walked towards his coaches after the race and declined to speak to the media.
Schooling holds the national record of 50.39 which he set en route to winning a historic gold medal for Singapore at the 2016 Rio Olympics.
His time on Friday night qualified him for the SEA Games in the Philippines in November.
Quah Ting Wen also met the SEA Games A-cut after winning the women's 100m butterfly in 59.28sec on Friday.","singapore, coaches, wins, sea, best, games, age, widmer, schooling, month, fly, championship, race, group, swimming, national",Severe weather disruptions
414,03/2019,"Joseph Schooling eased to victory in the 100m butterfly at the Liberty Insurance 50th Singapore National Age Group Swimming Championship last night, but he was hardly a happy man.

The Olympic champion looked disappointed as he walked towards his coaches after the race and declined to speak to the media.

National head coach and performance director Stephan Widmer later told The Straits Times that the 23",Schooling in 'solid position',https://www.straitstimes.com/sport/schooling-in-solid-position,"Joseph Schooling eased to victory in the 100m butterfly at the Liberty Insurance 50th Singapore National Age Group Swimming Championship last night, but he was hardly a happy man.
Schooling holds the national record of 50.39 which he set en route to winning a historic gold medal for Singapore at the 2016 Rio Olympics.
The Swiss-born Australian believes Schooling is still in a ""very solid position"" overall, and stressed that there was no reason for panic.
He quipped that Schooling had to ""translate not just my accent, but also the key information that flows across"".
Quah Ting Wen also met the SEA Games A-cut after winning the women's event in 59.28sec last night.","singapore, coaches, life, solid, position, sea, games, widmer, schooling, race, swimming, national",Severe weather disruptions
415,02/2019,SINGAPORE ,"Men, that time of the month is not a mystery. Period",https://www.straitstimes.com/lifestyle/men-that-time-of-the-month-is-not-a-mystery-period,"SINGAPORE - Menstrual cramps, irregular cycles and painful periods are issues that men do not face - and hence do not know much about.
The campaign, launched in November last year in partnership with Thomson Medical, aims to get both men and women talking about menstrual health.
Ms Tan said it is useful for men to know the differences in pad lengths, and added that Mr Leow carries a back-up pad with him during her time of the month.
He learnt how to support Ms Mak during her period, such as asking about her food cravings and helping her discreetly check for period stains.
He added: ""These are things I wouldn't immediately think of, but now I will be more conscious of how to react during her period.""","men, 23, women, tan, ms, event, periods, period, menstrual, mystery, month, students",Severe weather disruptions
416,02/2019,SINGAPORE ,Do food aphrodisiacs work?,https://www.straitstimes.com/lifestyle/food/do-food-aphrodisiacs-work,"SINGAPORE - With Valentine's Day approaching, you and your partner may be looking to ignite some passion in the bedroom.
Apart from setting the mood with candlelight and romantic music, indulging in some natural food aphrodisiacs may also help turn up the heat.","music, singapore, mood, passion, natural, valentines, romantic, aphrodisiacs, turn, setting, partner, food, work",Severe weather disruptions
417,12/2018,"""It is good that both countries are talking about the need to talk,"" said Associate Professor Bilveer Singh of the National University of Singapore's political science department.

Prof Singh said there is a pattern to how disputes between Singapore and Malaysia are resolved. ""At the end of the day, after all the (heat), we will sit down and talk,"" he added.

He expects the negotiations to be protracted, and possibly even be referred to an international tribunal.

Former Nominated MP Zulkifli Baharudin said that course of action is usually the ""last resort"".

""We don't want to have a situation where you win, I lose, or I lose and you win. At the end of the day, it is still best dealt with bilaterally,"" Mr Zulkifli added.

Malaysia and Singapore have held negotiations on boundary and other issues in the past.

Both countries agreed on a large part of their maritime boundary along the Johor Strait in a 1995 bilateral agreement.

They have also mutually agreed to refer disputes to third","Singapore, KL leaders seek talks to resolve maritime dispute",https://www.straitstimes.com/singapore/spore-kl-leaders-seek-talks-to-resolve-dispute,"Prof Singh said there is a pattern to how disputes between Singapore and Malaysia are resolved.
Malaysia and Singapore have held negotiations on boundary and other issues in the past.
Both countries agreed on a large part of their maritime boundary along the Johor Strait in a 1995 bilateral agreement.
Singapore stands ready to engage with Malaysia to resolve these matters amicably, in accordance with international law.""
The Singapore Government is hopeful that through the engagement of both countries, the governments of Malaysia and Singapore can reach a swift and amicable resolution to this dispute.","amicable, singapores, singapore, international, countries, boundary, malaysia, kl, talks, maritime, resolve, minister, port, dispute, seek, leaders, bilateral",Severe weather disruptions
418,12/2018,TOKYO (REUTERS) ,Ageing Japan: Dementia puts financial assets of the elderly at risk,https://www.straitstimes.com/asia/east-asia/ageing-japan-dementia-puts-financial-assets-of-the-elderly-at-risk,"But she is also unable to deal with her finances - a situation that experts say is increasingly common in fast-ageing Japan and that puts trillions of yen worth of assets at risk.
In one example, she said, a woman in her 90s withdrew 20 million yen (S$241,000) of her savings at a grandson's urging.
Japanese with dementia will hold about 215 trillion yen in financial assets by 2030, compared with 143 trillion yen now, according to estimates by Dai-ichi Life Research.
A survey by Dr Narumoto and three other researchers found that about 30 per cent of dementia patients and families have experienced financial losses because of the condition.
As the country's life expectancy is 84 years, the highest in the world, the problem of dementia will only intensify.","ageing, yen, population, dementia, life, unable, japan, million, elderly, trillion, puts, yumiko, assets, financial, cent, withdrew, risk",Severe weather disruptions
419,12/2018,BERLIN (AFP) ,German government plans to relax rules to attract foreign workers,https://www.straitstimes.com/world/europe/german-govt-plans-to-relax-rules-to-attract-foreign-workers,"BERLIN (AFP) - Worker-starved Germany plans to ease immigration rules to attract foreign jobseekers and replenish its fast ageing workforce, despite mounting public resistance against new arrivals.
Germany's first ever immigration law, to be agreed by Chancellor Angela Merkel's Cabinet on Wednesday (Dec 19), is eagerly anticipated by industries.
The German Trade Union Confederation has also warned that the eased access could lead to salary dumping and exploitation of foreign workers.
Immigration has become a hot potato issue in recent years over the record influx of migrants, many fleeing war in Iraq or Syria.
The government ministers had stressed that the new immigration rules are not designed to allow failed asylum applicants to win residency in Germany by switching over to become employment migrants.","workers, migrants, asylum, attract, immigration, plans, record, germany, companies, law, german, foreign, rules, employment, relax",Severe weather disruptions
420,11/2018,SINGAPORE (REUTERS) ,"Singapore final Q3 GDP figures tipped to come in lower on weaker global demand, trade tensions: Poll",https://www.straitstimes.com/business/economy/singapore-final-q3-gdp-figures-tipped-to-come-in-lower-on-weaker-gobal-demand-trade,"SINGAPORE (REUTERS) - Singapore is expected to report slower third-quarter economic growth than initially thought on Thursday (Nov 22), a Reuters poll showed, as the manufacturing sector faces strains from weaker global demand and an intensifying trade dispute between the United States and China.
On a year-on-year basis, third quarter GDP growth was forecast at 2.4 per cent, slightly below the 2.6 per cent advanced estimates and lower than the second quarter's 4.1 per cent rise.
It also marked the third successive quarter of softer annual growth.
Singapore's central bank has warned that a heated trade war between the United States and China - one of the city state's major trade partner - could hurt the domestic economy.
Export growth to China has slowed for five months in a row, raising worries about the outlook as the Sino-U.S. trade tensions showed no signs of abating.","tipped, growth, q3, showed, singapore, weaker, gdp, expected, poll, domestic, trade, rise, lower, global, cent, states, tensions, quarter",Severe weather disruptions
421,12/2018,"GUERET, FRANCE (NYTIMES) ","Yellow Vests riot in Paris, but their anger is rooted deep in France",https://www.straitstimes.com/world/europe/yellow-vests-riot-in-paris-but-their-anger-is-rooted-deep-in-france,"GUERET, FRANCE (NYTIMES) - At the bare bottom of Florian Dou's shopping cart at the discount supermarket, there was a packet of US$6 (S$8) sausages and not much else.
The same is true for so many others in Gueret, a grim provincial town in south-central France.
All around France, the protests left three dead and more than 260 wounded, with more than 400 arrested.
Mr Macron convened a crisis Cabinet meeting, weighing whether to impose a state of emergency.
Mr Macron has previously insisted that, unlike past French governments, he will not back down in the face of popular resistance to reforms like a loosening of labor laws.","paris, vests, mr, gas, rooted, protests, macron, anger, yellow, france, deep, month, left, money, past, riot, gueret",Severe weather disruptions
422,12/2018,"The protests have left three dead and more than 260 wounded, with more than people 400 arrested.

Mr Macron had previously insisted that he would not back down in the face of popular resistance to reforms and his government had also ruled out imposing a state of emergency. Yesterday, Prime Minister Edouard Philippe met opposition leaders as the government sought a way to defuse the protests.

Named for the roadside safety vests worn by demonstrators, the protests have welled up from silent towns like Gueret, an administrative centre of 13,000 people, lost in the small valleys of central France.

Far from any big city, it sits in one of the poorest departments of France, where the public hospital is the biggest employer.

The stories of Mr Dou's neighbours who also joined the protests were much like his own.

Inside Ms Laetitia Depourtoux's freezer were hunks of frozen meat, a twice",Paris in trauma,https://www.straitstimes.com/world/europe/paris-in-trauma,"Mr Macron had previously insisted that he would not back down in the face of popular resistance to reforms and his government had also ruled out imposing a state of emergency.
Some want to reverse Mr Macron's tax cuts for the rich.
HOW HAS PRESIDENT MACRON REACTED?
Mr Macron last week said he has heard the people's anger, but that the hikes are needed to help spur a switch to greener energy in order to fight climate change.
Mr Macron is now faced with either caving in to the pressure and being derided by his opponents as weak, or being pushed to put down the dissent.","mr, times, vests, movement, president, protests, macrons, macron, protesters, left, month, straits",Severe weather disruptions
423,12/2018,But the concentration of economic liberalisation and heavy investment in the eastern and coastal cities in recent decades ,"After 40 years, China aims to close chapter on poverty",https://www.straitstimes.com/asia/east-asia/after-40-years-china-aims-to-close-chapter-on-poverty,"As of this year, there are still 30 million poor living in the world's second largest economy.
As the campaign heated up, official language changed from ""poverty reduction"" to ""a war on the fortified position of poverty"".
But why is defeating poverty of such importance to Mr Xi and the Chinese Communist Party (CCP)?
China will spare no effort to help the remaining 30 million poor become self-sufficient by the end of the decade, Mr Xi said.
""As China drives forward forcefully in its campaign to eliminate extreme rural poverty by 2020, the conditions in the remaining poor areas are particularly difficult, and the obstacles to success particularly large,"" said United Nations resident coordinator for China Nicholas Rosellini.","poverty, mr, poor, close, aims, xi, living, million, chinese, china, chinas, rural, chapter, villages, 40",Severe weather disruptions
424,11/2018,Corporal First Class (CFC) Liu Kai was a sociable and hard,"NSF death: Soldier in field collision 'sociable, hard-working'",https://www.straitstimes.com/singapore/soldier-in-field-collision-sociable-hard-working,"Corporal First Class (CFC) Liu Kai was a sociable and hard-working student, said his former teacher at Presbyterian High School.
Mr Yann Wong, 36, who taught CFC Liu physics for two years from Secondary 3, described him as determined and bright.
CFC Liu participated in the school band, of which Mr Wong was in charge.
He added that CFC Liu had kept in touch with his classmates through the years.
""He was quite a quiet boy, but was quite sociable.","mr, sociable, cfc, wong, training, liu, student, nsf, field, wake, hardworking, death, soldier, collision, quite, service",Severe weather disruptions
425,11/2018,The poll was conducted jointly by three major newspapers ,Malaysia Cabinet agrees to scrap death penalty,https://www.straitstimes.com/asia/se-asia/malaysia-cabinet-agrees-to-scrap-death-penalty,"Democratic Action Party (DAP) lawmaker Ramkarpal Singh said on Sunday that the death penalty should be allowed in murder cases involving child victims.
""I have always been an advocate of the abolishment of the death penalty, but cases like these, I think, justify retaining the said death penalty in exceptional cases, especially gruesome murders, provided the evidence against such offenders is beyond any reasonable doubt,"" he was quoted as saying.
The campaign to abolish the death penalty has been around since 2012, when the previous Barisan Nasional (BN) government was in office.
Non-governmental organisations have called on the current opposition to support the plan to abolish the death penalty.
National Human Rights Society president Gurdial Singh Nijar said recently: ""A death penalty is irreversible.","penalty, wrong, cases, malaysia, victims, families, murder, ramkarpal, taken, agrees, singh, death, cabinet, scrap",Severe weather disruptions
426,11/2018,SINGAPORE ,Swimming: Joseph Schooling qualifies for 100m butterfly final at Fina World Cup Singapore leg,https://www.straitstimes.com/sport/swimming-joseph-schooling-qualifies-for-100m-butterfly-final-at-fina-world-cup-singapore-leg,"SINGAPORE - Joseph Schooling will compete for the men's 100m butterfly title at the Singapore leg of the Fina Swimming World Cup on Thursday evening (Nov 15), after finishing second in the heats the same morning.
The 23-year-old Singaporean clocked 50.97 seconds at the OCBC Aquatic Centre, behind China's Li Zhuhao, who was top in 50.61sec.
Schooling, who won the men's 100m butterfly Olympic gold in Rio, said: ""This meet is really competitive, but at the same time, it's more of a stress-free environment.
Zhuhao and I have come to be good friends and it is always nice for me when we go head to head.
Also competing at the Nov 15-17 short-course meet are Olympic champion Katinka Hosszu of Hungary and Russian Vladimir Morozov, who currently leads the men's rankings.","qualifies, cup, mens, leg, final, olympic, singapore, schooling, world, meet, nov, zhuhao, fina, head, 100m, swimming, friends, joseph, butterfly",Severe weather disruptions
427,11/2018,"Full containment does not mean that the fire is extinguished, only that firefighters were able to complete a perimeter around the flames and stop them from spreading.

That means that the health danger won't disappear even as the firefighters make progress. Research already shows how that smoke directly affect lungs.

An extensive study of the 2015 wildfire season in Northern California found that smoke exposure led to increased emergency room visits for adults of all ages, but particularly those over 65.

One of the biggest research projects on the subject, the study looked at nearly 1.2 million emergency room visits during the summer of 2015, and found that during smoke",Air quality in California now worse than cities in India and China as deadly fires create new danger,https://www.straitstimes.com/world/united-states/air-quality-in-california-now-worse-than-cities-in-india-and-china-as-deadly,"An extensive study of the 2015 wildfire season in Northern California found that smoke exposure led to increased emergency room visits for adults of all ages, but particularly those over 65.
But Sacramento will no longer distribute N95 masks, warning that for those not living next to the fire, their risks outweigh their benefits.
Risks include increased heart rate.
In the communities around Paradise, air quality is considered hazardous for everyone, and the county health department is urging people to remain inside.
Immune cells that respond to foreign particles douse the particles with toxins, among other tactics, to destroy them.","particles, india, health, deadly, air, fires, china, worse, california, masks, heart, room, cities, visits, smoke, quality, increased, n95, create, danger",Severe weather disruptions
428,10/2018,But governments move slowly ,Climate of change: Stories from ground zero,https://www.straitstimes.com/opinion/climate-of-change-0,"In a world that has already warmed about 1 deg C since pre-industrial times, the stories from ground zero are clear.
Said The Straits Times editor Warren Fernandez, who is also editor-in-chief of the English/Malay/Tamil Media Group of Singapore Press Holdings: ""Climate change is happening here and now.
This was the impact of climate change on a vast scale.
Mankind caused climate change, maybe we could be the ones that save the earth too.""
Through six weekly multimedia packages of text, photos, videos, infographics and a dedicated microsite, ST correspondents will bring you the human stories of climate change.","hope, ground, times, great, zero, reef, c, world, deg, corals, change, climate",Severe weather disruptions
429,10/2018,A city that was supposed to run dry earlier this year has pushed back its day of reckoning ,Climate of change: A close shave for Cape Town which averted a water crisis,https://www.straitstimes.com/world/africa/a-close-shave-for-cape-town-water-crisis-lessons-from-cape-town,"A city that was supposed to run dry earlier this year has pushed back its day of reckoning - by fighting for every drop of water.
Signs and banners were pasted around the airport, but the most telling sign of the crisis was in the restrooms.
Instead, travellers were asked to ""be wise - hand sanitise"".
People had to live on 50 litres of water or less a day, around a third of what each person in Singapore uses a day.
Swimming pools were empty and closed, and posters and graffiti with water conservation themes covered public walls.","crisis, waterthe, close, shave, yaohui, city, wise, walls, cape, town, hand, averted, waste, water, usually, day, change, climate",Severe weather disruptions
430,08/2018,"NEW YORK • Joel Robuchon kept chefs on their toes, ""even when we were sleeping"", said Gordon Ramsay in his tribute to the master chef who died on Monday.

The British celebrity chef had trained under Robuchon, who died at age 73 from pancreatic cancer.

For New York City restaurateur Danny Meyer, it was not Robuchon's Michelin stars or that his white",Chef who gave clout to casual dining,https://www.straitstimes.com/lifestyle/food/chef-who-gave-clout-to-casual-dining,"NEW YORK • Joel Robuchon kept chefs on their toes, ""even when we were sleeping"", said Gordon Ramsay in his tribute to the master chef who died on Monday.
What he most vividly recalled was the French master chef's foray into the world of casual dining.
Inspired by Japanese and Spanish tapas restaurants, L'Atelier de Joel Robuchon gave chefs and restaurateurs the freedom to rethink the concept of haute cuisine.
In the same interview, he talked about his re-emergence in the industry with L'Atelier de Joel Robuchon.
Years ago at an event in Beverly Hills, California, he recalled that the master chef was struggling to plate a dish of his iconic potato puree.","plate, clout, robuchon, restaurant, gave, jamin, chef, casual, joel, chefs, master, dining, latelier",Severe weather disruptions
431,08/2018,"It is with much sadness that I read about Corporal First Class (CFC) Dave Lee Han Xuan, whose life might have been spared if not for the lack of professionalism on the part of his commanders (Minister details events leading up to NSF's death; Aug 7).

As a father of three, I can imagine the anger and frustration felt by his parents, in particular his mother who rightfully pointed out that the punishment should serve as a deterrent for the sake of future full",Commanders' behaviour also to blame in NSF's death,https://www.straitstimes.com/forum/letters-in-print/commanders-behaviour-also-to-blame-in-nsfs-death,"If the commander felt the need to punish them, couldn't the punishment have been meted out after the fast march?
Push-ups, crunches, sprints, bear crawls and leopard crawls done in the middle of the night are cruel and unnecessary punishment.
This punishment, carried out the night before the fast march, would have added to the physical, mental and emotional stress of the soldiers.
No one knows how long they took to fall asleep and how many of them actually had restful sleep after undergoing such punishment.
We need to send a strong message to those who would perpetrate such offences that the law will come down very hard on them.","punishment, fast, commanders, run, lack, need, sleep, night, nsfs, blame, sense, behaviour, death, soldiers",Severe weather disruptions
432,08/2018,GENEVA (Reuters) ,Red Cross warns of food crisis in North Korea as crops fail in heatwave,https://www.straitstimes.com/asia/east-asia/red-cross-warns-of-food-crisis-in-north-korea-as-crops-fail-in-heatwave,"GENEVA (Reuters) - A heatwave in North Korea has led to rice, maize and other crops withering in the fields,""with potentially catastrophic effects"", the International Federation of Red Cross and Red Crescent Societies said on Friday (Aug 10).
""We cannot and must not let this situation become a full-blown food security crisis.
The Federation was helping the national Red Cross to support 13,700 of the most vulnerable people at risk.
Mr David Beasley, the head of the United Nations' World Food Programme (WFP), visited North Korea in May to look into boosting food distributions to hungry women and children, in the latest sign of an opening.
North Korea suffered famine in the mid-1990s that killed up to three million people.","red, fail, crisis, warns, withering, north, country, heatwave, crops, children, korea, situation, malnutrition, cross, wfp, food",Severe weather disruptions
433,08/2018,WASHINGTON (WASHINGTON POST) ,How an Idaho couple survived 30 cold and wet hours trapped in an ice cave,https://www.straitstimes.com/world/united-states/how-an-idaho-couple-survived-30-cold-and-wet-hours-trapped-in-an-ice-cave,"WASHINGTON (WASHINGTON POST) - Spencer and Jessica Christiansen realised that they were dangerously close to death.
Too dark to see the way out and nearly too cold and wet to keep moving, the couple had become trapped over the weekend in a meandering ice cave in western Wyoming, near the Idaho border.
The couple, from Idaho Falls, Idaho, were rescued on Sunday night (Aug 12) following a weekend adventure-turned-catastrophe which left the two fighting simply to stay alive.
The Christiansens set out early Saturday morning for what they thought would be a day-long excursion to the Darby Canyon Ice Cave to celebrate Spencer's 31st birthday.
But, the couple said, after hours and hours of climbing over rocks, squeezing through tight passages and wading through frigid water, they realised there was no way out.","going, family, spencer, rope, way, jessica, cave, trapped, climb, 30, couple, hours, survived, idaho, cold, ice, wet, completely",Severe weather disruptions
434,07/2018,"SHAH ALAM, MALAYSIA ",Asean Schools Games: Golden trio pass test with flying colours on final day of competition,https://www.straitstimes.com/sport/schools/asean-schools-games-golden-trio-pass-test-with-flying-colours-on-final-day-of,"SHAH ALAM, MALAYSIA - Being a student-athlete implies that there is as much learning going on as there is competing.
This was borne out admirably by Singapore's trio of gold medallists on Wednesday (July 25), the Asean Schools Games' (ASG) final day of competition.
Bairavarasu Rutvik Rau got things started by clinching the Republic's first ASG squash title, beating Malaysia's Wee Ming Hock 11-6, 11-5, 3-11, 10-12, 14-12 in the boys' singles final.
I was like that too during my first SEA Games (also in Malaysia) last year,"" said the 17-year-old.
The Games end on Thursday with a cultural programme for the student-athletes followed by the closing ceremony.","used, test, final, learning, flying, golden, trio, 50m, malaysia, day, competition, gold, thinking, squash, games, thailand, pass, asg, schools",Severe weather disruptions
435,08/2018,LOS ANGELES (REUTERS) ,Intensity of fires in US West threatens to push firefighters to the brink,https://www.straitstimes.com/world/united-states/intensity-of-fires-in-us-west-threatens-to-push-firefighters-to-the-brink,"That is becoming the new normal for firefighters, said Capt Veverka.
Severe, year-round fires have been trending the past decade across the US West, according to the National Interagency Fire Centre.
Driving the wildfires are exceptional drought conditions in large areas of Utah, Arizona, New Mexico and Colorado, along with abnormally high temperatures.
Nearly all of California faces abnormally dry or drought conditions, according to the Drought Monitor agency.
PRISON FIREFIGHTERSCapt Veverka overseas one of Cal Fire's team of prison inmates who are placed on the fire line in exchange for about US$25 (S$34.07) a day and a reduction of their sentences.","intensity, veverka, threatens, push, cal, worst, firefighters, prison, fires, according, team, summer, season, west, california, brink, drought",Severe weather disruptions
436,08/2018,SHANGHAI (AFP) ,Starbucks ties up with Alibaba for delivery as China coffee war brews,https://www.straitstimes.com/business/companies-markets/starbucks-ties-up-with-alibaba-for-delivery-as-china-coffee-war-brews,"""We truly believe that this enduring partnership will elevate the coffee culture in China,"" Starbucks president and CEO Kevin Johnson said at a Shanghai news conference.
Traditionally tea-drinking China is seeing an explosion in coffee consumption, and has become Starbucks' key market after the United States and main source of new growth.
Starbucks officials stressed that the Alibaba tie-up would not alter its existing growth thrust, but that it would include adding ""Starbucks delivery kitchens"" to supermarkets run by Alibaba.
Luckin plans to open more than 2,000 outlets by end-2018 and vows to disrupt what it calls Starbucks' ""monopolistic"" China presence.
Alibaba, founded by entrepreneur Jack Ma, pioneered the Chinese retail sector's transformation toward digitally placed orders and delivery, but now faces its own e-commerce battle with Chinese tech giant Tencent.","delivery, brews, shanghai, coffee, chinese, china, ties, starbucks, partnership, war, outlets, retail, alibaba",Severe weather disruptions
437,08/2018,SHANGHAI (AFP) ,Football: Ex-Chelsea striker Demba Ba at centre of China racism row,https://www.straitstimes.com/sport/football/football-ex-chelsea-striker-demba-ba-at-centre-of-china-racism-row,"SHANGHAI (AFP) - Senegalese striker Demba Ba found himself at the centre of a racism controversy in China over allegations that an opposing Chinese player hurled insensitive comments at him during a match on Saturday (Aug 4).
Various Chinese media reports said a furious Ba later claimed that Zhang made racially insulting remarks.
""The Chinese Super League has players of many different skin colours.
Following the match, many postings on Chinese social media as well as news media reports called for an investigation.
Ba also retweeted on his Twitter account a post calling for ""serious disciplinary actions"" over the incident.","ba, insulting, football, yatai, zhang, super, row, chinese, china, exchelsea, media, wu, striker, centre, racism, shenhua, demba, social",Severe weather disruptions
438,07/2018,"The latest indications of the success of human efforts to dial back climate change are not promising.

Arctic ice is melting, but in a large ""hot spot"", it is melting at an even faster rate, according to a new study published in the journal Nature.

In the northern Barents Sea, surface warming and loss of sea ice in winter are the most rapid in the Arctic region.

Separately, last month, Reuters reported on a leaked United Nations report to be released later this year, which said the international community looks like it is falling short of the more ambitious targets for greenhouse gas emissions set by the 2015 Paris Agreement.

""If emissions continue at their present rate, human","China, Europe fill the gap as US cedes global climate leadership",https://www.straitstimes.com/world/china-europe-fill-the-gap-as-us-cedes-global-climate-leadership,"The latest indications of the success of human efforts to dial back climate change are not promising.
But while the US federal government has taken a back seat at international climate change meetings, European countries and China have been stepping up to fill the breach.
""This is what multilateralism looks like,"" tweeted Canada's Minister of Environment and Climate Change Catherine McKenna.
It is possible that despite its decision to withdraw from the Paris Agreement, it might still meet its emissions reduction commitment.
While the federal government no longer leads on climate change, there is still a lot of work going on at the sub-national level.","emissions, paris, international, countries, federal, leadership, gap, china, cedes, agreement, world, global, europe, change, warming, climate",Severe weather disruptions
439,07/2018,SINGAPORE ,Parliament: SAF takes zero-tolerance approach to abuse of soldiers by commanders or peers,https://www.straitstimes.com/politics/parliament-saf-takes-zero-tolerance-approach-to-abuse-of-soldiers-by-commanders-or-peers,"SINGAPORE - The Singapore Armed Forces (SAF) will deal severely with any personnel found to have abused their peers or subordinates, Defence Minister Ng Eng Hen said in Parliament on Tuesday (July 10).
""The Ministry of Defence and the SAF take a zero-tolerance approach towards any form of abuse of soldiers or personnel, either by their commanders or peers,"" he said.
The minister stated that ""acts of humiliation"" are specifically prohibited.
""While military training aims to build up the physical and psychological resilience of soldiers, and instil discipline, their safety need not be compromised,"" he said.
The issue of abuse in the uniformed forces came under the spotlight after the deaths of two full-time national servicemen (NSFs) in the last few months.","forces, commanders, singapore, takes, approach, form, personnel, saf, abuse, zerotolerance, parliament, defence, minister, peers, soldiers",Severe weather disruptions
440,07/2018,"The Singapore Armed Forces (SAF) will deal severely with any personnel found to have abused their peers or subordinates, Defence Minister Ng Eng Hen said in Parliament yesterday.

""The Ministry of Defence and the SAF take a zero",Zero-tolerance approach to abuse of soldiers in SAF: Eng Hen,https://www.straitstimes.com/singapore/zero-tolerance-approach-to-abuse-of-soldiers-in-saf-eng-hen,"The Singapore Armed Forces (SAF) will deal severely with any personnel found to have abused their peers or subordinates, Defence Minister Ng Eng Hen said in Parliament yesterday.
""The Ministry of Defence and the SAF take a zero-tolerance approach towards any form of abuse of soldiers or personnel, either by their commanders or peers,"" he said.
Dr Ng gave this assurance to Workers' Party Non-Constituency MP Dennis Tan, who asked if any form of ragging was allowed in the SAF and whether such activity was part of the recognised duties of any SAF officer.
The issue of ragging in the uniformed forces came under the spotlight after the deaths of two full-time national servicemen (NSFs) in the last few months.
On May 13, Corporal Kok Yuen Chin, a 22-year-old Singapore Civil Defence Force NSF, died after going through ragging activities that involved him getting into a fire-station pump well.","forces, hen, singapore, died, approach, eng, form, corporal, personnel, saf, abuse, zerotolerance, defence, peers, ragging, soldiers",Severe weather disruptions
441,06/2018,THE HAGUE (AFP) ,Shakespeare in trouble: Dutch fret about popularity of English language on campus,https://www.straitstimes.com/world/europe/shakespeare-in-trouble-dutch-fret-about-popularity-of-english-language-on-campus,"""The Dutch language is gradually disappearing from campuses,"" lamented BON's chairman Ad Verbrugge, stressing the ""seriousness"" of an ""unprecedented situation in Europe.""
Pressed by heated debate from campus to parliament, the Dutch Education Ministry will soon publish a letter ""with the minister's position on the subject,"" Hendrikx said.
""We must preserve all European languages and cultures ... Dutch students no longer master their native tongue,"" he added.
Verbrugge and BON have now launched a lawsuit against two Dutch universities they accuse of killing the Dutch language through the 'Anglicisation' of courses.
BON called it an ""impoverishment of the teaching quality and a dangerous abandonment in the learning of the Dutch language.""","education, university, trouble, dutch, universities, shakespeare, campus, english, cent, masters, language, netherlands, fret, popularity, students",Severe weather disruptions
442,06/2018,"TOKYO • Japan's core inflation remained subdued in May, yet again highlighting how far off the central bank is in hitting its 2 per cent price goal despite over five years of massive stimulus.

The stubbornly weak inflation is another reason why the Bank of Japan (BOJ) is expected to take some time before exiting its ultra",Japan's inflation stays weak despite stimulus measures,https://www.straitstimes.com/business/economy/japans-inflation-stays-weak-despite-stimulus-measures,"TOKYO • Japan's core inflation remained subdued in May, yet again highlighting how far off the central bank is in hitting its 2 per cent price goal despite over five years of massive stimulus.
The data came after the central bank a week ago cut its inflation assessment, meaning that the BOJ will be in no hurry to begin tapering its massive stimulus programme.
But risks to Japan's outlook abound, not least from a heated China-US trade spat that has roiled financial markets.
Given the continued tepid inflation, analysts said the central bank will be keenly analysing near-term and structural factors that are influencing prices.
Some economists have said the BOJ should make its 2 per cent inflation target a more flexible and longer-term objective, rather than persisting in trying to achieve it.","stays, despite, yen, measures, stimulus, central, boj, japans, price, factors, expected, bank, cent, structural, weak, inflation",Severe weather disruptions
443,05/2018,"But her sunny, everyone",Beyond TV and EVOO: Rachael Ray Looks for Her Next Act,https://www.straitstimes.com/lifestyle/food/beyond-tv-and-evoo-rachael-ray-looks-for-her-next-act,"In the bowl of a food processor, combine the anchovy fillets, capers, lemon zest, garlic, sage and 1/2 cup olive oil, and pulse the mixture to form a marinade.
Pulse to finely chop, and stream in the olive oil until the pesto comes together into a thick sauce.
Taste and, if desired, add more bulbs and stems, a few at a time, then add salt to taste and pulse to combine.
In a shallow dish, combine tomatoes with the cucumber, onion, parsley, mint, chili peppers, lime juice and olive oil.
Add salt and pepper to taste.","celebrity, fashion, minutes, cup, oil, ray, leaves, olive, ventures, gardening, place, salt, evoo, large, add, plus, tv, chef, rachael",Severe weather disruptions
